Tweets	Compound	Analysis
 how effective is one jab of the oxford vaccine applied on oaps against the prevalent b117 covid-19… 	0.4767	Positive
and don't let johnson and co. keep claiming it's the government managing it! it's the nhs who are doing a fantastic… 	0.0	Neutral
great to see rob receiving his vaccine at one of our wakefield and district sites at the weekend.we've got a great… 	0.128	Positive
#johnson may relax some covid-19 measures before mid-february, sky reports 	0.4404	Positive
joan is the first person to receive her vaccine jab at  which opened today ❤️#blackpool 	0.0	Neutral
this is a fantastic message on the covid vaccine to all bme communities please watch and listen and make an informe… 	0.7096	Positive
covid-19 outbreak at care home which was first to receive vaccine  this articles says the vaccines do not work…	0.4939	Positive
a fantastic start to overcoming the vaccine hesitancy in our bame communities!! please share widely … 	0.7772	Positive
which they could create a vaccine for deceitful liars like hannan 	-0.4019	Negative
my dad, who has two terminal illnesses (we’re a family of overachievers), is getting his first round of the vaccine… 	-0.4939	Negative
please share so the message can be spread...have the vaccine please  	0.7003	Positive
an update on the covid-19 vaccine rollout across #gedling borough:  available slots to… 	0.0	Neutral
#gedling borough vaccine updatethanks to the covid-19 vaccination hub at the richard herrod centre in #carlton,… 	0.0	Neutral
cat and mouse games! china spreading conspiracy theories coronavirus created in american lab,  us vaccine killing… 	-0.4003	Negative
gibraltar are giving their residents the second pfizer covid19 vaccine according to manufacturers instructions too… 	0.34	Positive
 sir, can you help translate these series about covid-19 vaccines into nupe please. it’ll be great for our c… 	0.8442	Positive
gibraltar is giving pfizer covid19 vaccine according to manufacturers instructions #sturgeon #snp #rejoineu	0.34	Positive
mags having her 1st #covid19 vaccine jab  (@ fairfield pharmacy in stockton-on-tees, england)… 	0.0	Neutral
"_cmc""coronavirus: moderna therapeutics inc says jab effective against uk, south african variants, merck dr… "	0.4767	Positive
really great to have done my first marshalling shift for   today on opening day of #vaccine centre… 	0.659	Positive
late capitalism coronavirus vaccine war? 	-0.5994	Negative
giving teachers the covid-19 vaccine will not allow the government to #reopenschools unless they also vaccinate par… 	0.1862	Positive
this is a big blow. i was told that merck were attempting to develop an oral single dose vaccine, like the polio va… 	0.3612	Positive
covid-19 vaccine tracker: the global race to vaccinate  via 	0.0	Neutral
covid-19 vaccine  my neighbour and friend who is 73 and is suffering with ms &amp; terminal cancer. he telephoned ou… 	-0.6486	Negative
new: uk health minister matt hancock presiding over worst coronavirus death rate in world admits supply of vaccines… 	-0.7783	Negative
only the first jab. 	0.0	Neutral
_tweets     _nhst #covidvaccine #covid19 #norwich #norfolk #heartofnorwich	0.0	Neutral
_2017 uk nhs is doing well on rollout of vaccine though i don't accept hmg union jack wrapping attempts for va… 	-0.0217	Negative
this is only the first dose of the jab. second jab should be 3 weeks not the nonsense your saying. 	0.3089	Positive
vaccine nationalism is bad for the economy  it’s not difficult, we’ve just got to learn to share #covid_19… 	-0.049	Negative
 will refuse it until i know i'm getting the booster in the time scale recommended by the manufacturer. #covid19 #covidvaccine	-0.1027	Negative
the #covid19 vaccine will always be available free of chargeplease remember that the nhs will never ask you to sh… 	0.5106	Positive
the vaccinations for covid-19 have begun. when i’m offered the vaccine, i’ll get it. #wearescotland #rollupyoursleeve	0.0	Neutral
holy shit, that fascist prick stole all the vaccines! 	-0.8718	Negative
 #buildbackbetter starts with #teamvaccines restore trust in #healthandsafety and #covid19vaccination. our… 	0.6705	Positive
i keep seeing posts about avoiding vaccine wastage.  is anywhere actually wasting vaccines?  we treat it like gold… 	0.0258	Positive
very pleased that my mother joined this impressive statistic today as she received the #oxfordastrazeneca vaccine!… 	0.8105	Positive
"""i can't believe the vaccine wasn't given as a priority to the age group least likely to die from coronavirus,"" say… "	-0.5994	Negative
merck has decided to stop the development of its two covid vaccines, and to focus on an antiviral (molnupiravir), a… 	-0.296	Negative
this government has done great on delivering on #covid19 vaccine! had my first dose today as a #keyworker! this is… 	0.6892	Positive
i heard today that i won’t be receiving the covid-19 vaccine due to allergies of certain medications... must be tho… 	0.2732	Positive
#takethevaccine 	0.0	Neutral
so that #shitstorm that is #covid19 is now closer than ever. #staysafe hurry up getting that jab by jab out boris.	0.0	Neutral
they won't mind not getting any of a  vaccine they haven't approved yet then. 	-0.3252	Negative
let's hope there are plenty of supplies of covid19 vaccine already in the uk. if there aren't can the uk do anythin… 	0.4404	Positive
this doesn’t look good. if the eu is having trouble sourcing vaccines surely the moral route is to improve its proc… 	0.7184	Positive
10,000 jabs in less than a month!! brilliant brilliant work. thanks and congratulations  	0.9377	Positive
a brilliant clip by a health executive on the importance of why we should #takethevaccine._pam… 	0.743	Positive
covid-19 impact: hiv vaccine market | strategic industry evolutionary analysis focus on leading ...: key players in… 	0.0	Neutral
ok so why dont you help produce the vaccine that actually works? governments should be forcing these companies to u… 	-0.015	Negative
if covid-19 vaccines were javascript frameworks we'd have about a hundred different ones by now. 	0.0	Neutral
should we tell  so she can stop the drivel?it’s as if the yearly change of ‘flu vaccine has just silen… 	-0.3535	Negative
what west end life in lockdown waiting on our jab really looks like #glasgow #scotland #anniesland   … 	0.4173	Positive
exclusive: advisers consider jab delay for young who’ve had covid	-0.2023	Negative
‘mix-and-match’ vaccines to be tested in government-backed trial	0.0	Neutral
more than 170,000 vaccines already delivered in our area...when it’s your turn, please go and get yourself vaccin… 	0.3182	Positive
please don’t f*** this up government.you’re actually doing well for once meeting covid vaccine targets for us vul… 	0.5267	Positive
 #lorraine #vaccinenoshows can yu believe our local covid-19 vaccine centre are reporting 20% vaccination… 	0.0	Neutral
volunteer for the com cov clinical trial needed this study compares covid-19 vaccine schedule combinations (pfize… 	0.0	Neutral
covid trial in uk examines mixing different vaccines... #coronacrisis #coronavirus #covid19	0.0	Neutral
just signed up to take part in coronavirus vaccine research...no idea if i'll be asked to get involved??!!… 	0.0	Neutral
#iran has doubts over ordered #russia #sputnikv #covid19 #vaccine: 	-0.296	Negative
 ⓢⓚⓨ ⓣⓔⓒⓗ mix and match covid-19 vaccine trial results to be available in the summer - 	0.0	Neutral
vernon coleman: doctors and nurses giving the covid-19 vaccine will be tried as war criminals… 	-0.3612	Negative
fantastic news. thank you to everyone who is working so hard to make this happen  #wales #bridgend #vaccine 	0.6409	Positive
the amount of proof that vitamin d helps protect your immune system and helps the covid19 vaccine work better. watc… 	0.9201	Positive
this is a very sensible campaign from . alongside the race to #vaccine and #therapy for #covid_19 we… 	0.0	Neutral
my daughter has just got back from having her first #vaccine  #southmead.  she says everyone was am… 	0.0	Neutral
#blockchainr and #dlt are mitigating the key logistical and distribution challenges of the #covid19 vaccine. read t… 	0.0772	Positive
brexiteers...now we have a sound base for covid vaccines, it's now much quicker to adjust them to figh… 	0.0	Neutral
and now we have johnson proudly shaking hands with coronavirus patients, damning our nation to one of the highest i… 	0.128	Positive
local news: cliffs pavilion covid-19 vaccine centre in westcliff opens tomorrow  	0.0	Neutral
i've received both doses of the covid-19 vaccine - here's what it was really like  	0.4201	Positive
like a broken clock is right twice every day, boris  johnson is right once in his life! he said all over 70s would… 	-0.2244	Negative
new covid-19 vaccines: here's how the promising novavax and johnson &amp;amp; johnson jabs work  via 	0.4019	Positive
some information for bame colleagues that are reluctant to have covid-19 vaccine ; 	-0.25	Negative
email from  #wholelifedisability #personalisationhub pa #covid19vaccine letterorganised #covid19 v… 	0.0	Neutral
more than 10 million people receive first dose of covid-19 vaccine in uk, and ½ million getting their second dose a… 	0.0	Neutral
i've just had part one of the covid-19 vaccine, so if i could ask it nicely not to infect me before i get the 2nd jab, that would be great	0.7906	Positive
new trial to enable more flexibility: world-first covid-19 alternating dose vaccine study launches in uk 	0.4005	Positive
off hand- does anyone know how many doses of the various vaccines in production the uk has ordered for a population of 66m people?#covid19	0.4939	Positive
the islamic republic is rife with stories of western #covid19 vaccine being infected with spying cells &amp; gps - so t… 	-0.4939	Negative
#scamalert  apparently i can book my covid vaccine because of genetics and medical history! yeah, i don’t think so,… 	0.3595	Positive
