Tweets	Compound	Analysis
booked in for my first covid-19 jab on friday afternoon. surprised to be able to get in so soon. 	0.2263	Positive
lockdowns and new vaccines are never going to end. all part of the plan #covid19 #lies #newworldorder… 	0.0	Neutral
this will make the young ones get jabbed 	0.0	Neutral
#internationalnursesday2021  another great day delivering an outreach covid-19 vaccine clinic. from a lorry. on an… 	0.7351	Positive
#vaccine #pfizer #blessed #cantcomplain #2021 #covid19 #nigerian #naija @ brixton, south london 	0.0	Neutral
covid-19 vaccine rollout extends to people aged 38 and 39 in england on thursday 	0.128	Positive
join me in helping deliver 2 billion covid-19 vaccines for health workers around the world. donate today! 	0.5707	Positive
how are the jabs going down in fuerteventura i know jp’s refusing to have one because he thinks he’s n… 	-0.4019	Negative
#vaccinerollout  in ireland leo varadkar has said everyone who wants a #coronavirus vaccine appointment could b… 	0.0	Neutral
a silver lining to the #covid19 epidemic in india. inspite of the new variant , vaccines still very effective at pr… 	0.5256	Positive
i'm asking governments and big pharma to drop #covid19 patents, and get affordable vaccines to everyone, everywhere… 	-0.2732	Negative
just got my first jab at brentford #covid19vaccine 	0.0	Neutral
if you are under 39 you can now book your vaccine : please click it and do it !!! : 	0.4898	Positive
not even close...#johnsonmustgo 	0.0	Neutral
new: ex chair of boris johnson's tories face conflict of interest claims over ppe contract.andrew feldman worked… 	0.1779	Positive
#covid19 2nd jab tuesday!  get in!! 	0.0	Neutral
12 year olds in the us can get the vaccine now yet i’ll have to wait another like six weeks or so smh 	-0.1258	Negative
another piece of great news in support of even just the first jabcan't understand anyone not wanting it 	0.7783	Positive
#vaccinessavelives amazing statistic outlining the effectiveness of the vaccination programme 	0.5859	Positive
decision on j&amp;j covid-19 shot next week: #denmark 	0.0	Neutral
increasing #covid19vaccine confidence + access - the nhs collaborating with  … 	0.5106	Positive
join us as we share the latest news on #covid19 rates, accessing the vaccine  and preparing for life after… 	0.5267	Positive
ok so we are having tablets now to beat covid because the jabs haven’t done the job . interesting... 	0.296	Positive
china administers 198.97 million doses of covid-19 vaccine by tuesday 	0.0	Neutral
#corruptjohnson 	0.0	Neutral
watch: what you should know before getting the coronavirus vaccine | news | lifesite 	0.0	Neutral
not just blood clots though is it tony.people need to know about all the oth… 	0.0	Neutral
n.a.w.t. haylemarianne {volunteer}#covid19#indian #safrican +#mutationvariants1 reason i #refusevaccinei… 	0.0	Neutral
vaccination - covid-19 mrna vac bnt162b2 30mcg/0.3ml pfizer-biontech - second dose ✅thanks mr bill gates the 5g i… 	0.0	Neutral
got my first dose of pfizer vaccine #covid19 	0.0	Neutral
sleaze sleaze sleaze. johnson wasn't his usual jocular self and was visibly angry because can't just shut down this… 	-0.6355	Negative
vaccine update: nearly 40% of all adults within dumfries and galloway have now received both covid-19 vaccinations.… 	0.0	Neutral
that's me had my 2nd dose of covid-19 vaccine. 	0.0	Neutral
parliament will not get a vote, when bj re did coronavirus act in march till september he added small print re jab… 	0.0	Neutral
_clarke91 liar boris johnson so lucky though as no dou… 	-0.2225	Negative
first the super league. now this shit, we don’t want it, we won’t use it. #novaccinepassportsanywhere 	-0.0129	Negative
second vaccine ✅ for me, my family and friends, and the community. #vaccinated #covid19 #nhs 	0.4767	Positive
is #vaccination the same as #immunisation? #covid19 #astrazeneca #pfizer 	0.0	Neutral
off to get my covid jab...#coronavirus #covid19 #covid_19 #covidjab #ebbwvale #glynebbw #taffghanistan 	0.0	Neutral
#covid19 had my first dose  #pfizer.. 	0.0	Neutral
great example of #leicester #nhs listening, responding &amp; helping its communities #ramadan #covid19 #vaccine 	0.743	Positive
had my second coronavirus jab today at guy's hospital. after the jab i went to the cafeteria where i collapsed. £4 for a cappuccino!! 	-0.3987	Negative
vaccine done ✅ thank you to everyone who has made this possible, from the amazing scientists, health &amp; social care… 	0.743	Positive
when will the covid-19 vaccine webinar for the white community be held? 	0.0	Neutral
i loved today spent supporting the clinical team  #vaccinehub. working with and getting to know colleagues fr… 	0.7783	Positive
“pfizer suspected the vaccines were fake because they weren’t in the vials the company uses for its covid-19 shot,… 	-0.6124	Negative
vi message. it bears repeating since it seems that many still haven't heard it: #covid19 #vaccines are not generic… 	0.0	Neutral
us is withholding raw materials required for vaccines in india. why is the mainstream media not reporting this?… 	0.0	Neutral
i suppose johnson feels that he has given his thanks by clapping! 	0.4926	Positive
inspection finds peeling walls and residue at us plant that ruined 15m johnson &amp; johnson vaccine doses 	-0.4767	Negative
ppf chief pharmacist tells us that the present covid19 vaccines are not an answer to  gives… 	0.0	Neutral
provide access and information on ivermectin; help us get a life-saving drug approved for covid-19 - sign the petit… 	0.6705	Positive
mhra issues new advice, concluding a possible link between covid-19 vaccine astrazeneca and extremely rare, unlikel… 	0.0	Neutral
and there, so many still think the #covid19 vaccine was a rushed job and is filled with risk. i was among the scept… 	-0.2732	Negative
canada's health minister explains how the #covid19 #vaccine works to save lives. 	0.4939	Positive
_croxford   france going to use a different vaccine for once-az-jabbed u55s. res… 	0.0	Neutral
back in oldham all this weekend working on urgent public health (uph) vaccine trials. research isn’t just a monday… 	0.2023	Positive
whew! huge relief from evading all the rabbit holes of #covid19 #vaccinepassport craziness. the ins and outs of… 	0.4753	Positive
from today anyone can order free lateral flow tests to do 2 a week. it’s not a vaccine but for those of us in the… 	0.2846	Positive
jab day today #covid19 #covidvaccine 	0.0	Neutral
here is the link to the “supporting covid-19 vaccine uptake during ramadan” guide anyone… 	0.0	Neutral
as the month of ramadan approaches, it's important to remember that the covid-19 vaccine has been deemed permissibl… 	0.2023	Positive
more good vaccine news estimated vaccines so far saved 9,100 deaths in those aged 80 and over, 1,200 aged 70 t… 	0.7408	Positive
a government body acknowledging the vaccines actually work, to a high level? bloody hell, i need to sit down. 	-0.8176	Negative
wait for it...  there’s a #rayoflight thanks to _tx and others #vaccines #moderna #modernavaccine… 	0.4404	Positive
wait for it...  (video below)there’s a #rayoflight thanks to _tx and others #vaccines #moderna… 	0.4404	Positive
hahahahaha imagine trying to compare the covid19 vaccine to the experiments carried out by joseph mengele at auschw… 	0.0	Neutral
the vaccine is acceptably safe. the risk of any adverse reaction is low, i… 	-0.0772	Negative
"when was the last time you saw 'risk of death' on the ""possible side effects"" of any drug you were given?death cer… "	-0.7184	Negative
sir prince charles and camilla receive the covid-19 vaccine - 	0.0	Neutral
CAKAL YOU SEE YOU SELF in Turkey, without priority to be vaccines. What Were Thinking Seriously! 	-0.2481	Negative
_sonia  and the  is very clearly not against the #covid19 #vaccine despite findings of some reports. 	0.4576	Positive
#covid19 vaccines are developed in a record time of less than a year. that's why the knowledge of their long-term s… 	0.0	Neutral
'you need us!' gloating eu vaccine supremo taunts britain in coronavirus jibe citizen… 	0.4926	Positive
i seem to remember boris johnson purchased water cannon's when he was mayor of london! cost £250,000, wasted to rus… 	-0.5411	Negative
_sonia  yeah and every #covid19 infection carries risk and side effects, such as suffering a… 	-0.4588	Negative
sheffield covid-19 bamer action group is hosting their second conference on #vaccines. joined by #sheffield's direc… 	0.0	Neutral
where you were born should not dictate whether you get the #covid19 vaccine or not.we need a #peoplesvaccine: fre… 	0.0	Neutral
finally!  #covid19 #vaccine coming to sa soon. dear mr president , please protect the money t… 	0.7777	Positive
he only wore it in shops, where it steamed up his glasses #covid19 #covid #covidvaccine #covidpassport 	0.0	Neutral
"is 'consider' the keyword in the note from eu parliament that they will ""consider speeding up approval of vaccines'… "	0.4767	Positive
happened to me they are all scams even though boris approved on government site. you have to buy but but via found… 	-0.128	Negative
just had my covid-19 vaccine 	0.0	Neutral
if french senate ban wearing hijab in public places in france, how will muslim countries will react?why?… 	-0.6072	Negative
who chief expresses worry over ‘shocking imbalance’ in covid-19 shot distribution 	-0.4404	Negative
j&amp;j covid-19 vaccine under eu review over blood clots, astrazeneca probe grows | article [amp] | reuters 	0.0	Neutral
the vaccine doesn’t prevent people from getting covid. it prevents people from getting very sick/critical in case t… 	0.1027	Positive
just got a text from my doctors for second jab for covid19.meanwhile my son works in a pet supermarket, age 35. me… 	0.0	Neutral
every little jab helps.... 	0.0	Neutral
johnson &amp; johnson’s covid-19 vaccine under investigation in eu over potential link to ‘unusual’ blood clots — rt wo… 	0.0	Neutral
with #ramadan starting next week, patients may worry about what getting the #covidvaccine means with regards to neg… 	-0.4404	Negative
to anyone still dithering about whether or not to have the #covid19 #vaccine, see below. i've come an awfully long… 	-0.128	Negative
what he is talking about is pathogenetic priming. has happened in every previous coronavirus vaccine at animal tria… 	0.0	Neutral
no smoke without fire part 4 vaccines : lies damned lies and; statistics. via excel… 	-0.8108	Negative
crossing a road or driving is statistically more risky than any side effects from an az shot!rte: french u-55s giv… 	-0.3367	Negative
it's fortunate for johnson that the media seems permanently distracted.#indyref2 #holyrood2021… 	0.4404	Positive
for the record, i agree a #covid19 #vaccinepassport has pitfalls. starting with the name. it would be  certificate… 	0.3612	Positive
the imaan pharmacy #burnley #vaccine centre is available for more bookings this 11th, 13th and 14th april. book via… 	0.0	Neutral
i have had my 2nd jab az. dont be scared be happy, if he'd caught #covid19 then you… 	0.7274	Positive
